Booking_ID,Booking_Date,Destination,State,Airline,Traveler_Type,Booking_Channel,Booking_Value,Customer_Rating
MMT182632,25-07-2023,Kerala,Delhi,Akasa Air,Solo,Website,21078,3.3
MMT182633,15-09-2022,Leh,Rajasthan,SpiceJet,Family,Mobile App,15814,3.6
MMT182634,27-10-2024,Kerala,Ladakh,SpiceJet,Couple,Mobile App,35263,4.3
MMT182635,08-01-2022,Delhi,Delhi,SpiceJet,Business,Travel Agent,17351,4.8
MMT182636,28-09-2024,Bangalore,UAE,Akasa Air,Family,Travel Agent,3220,3.8
MMT182637,06-08-2022,Kerala,Rajasthan,Akasa Air,Solo,Mobile App,20514,3.3
MMT182638,18-02-2023,Manali,Ladakh,SpiceJet,Solo,Website,12892,3.6
MMT182639,13-02-2023,Manali,Kerala,Akasa Air,Family,Mobile App,9904,4.1
MMT182640,12-02-2023,Goa,Karnataka,Air India,Solo,Mobile App,28301,3.3
MMT182641,01-12-2024,Dubai,Goa,Vistara,Family,Travel Agent,23219,3.3
MMT182642,16-01-2023,Bangalore,Delhi,Vistara,Business,Travel Agent,40855,4.3
MMT182643,25-08-2022,Goa,Maharashtra,GoAir,Family,Travel Agent,25099,3.8
MMT182644,27-10-2023,Kerala,Delhi,SpiceJet,Solo,Travel Agent,5101,3.1
MMT182645,21-09-2022,Dubai,Maharashtra,Vistara,Solo,Travel Agent,4070,3.2
MMT182646,15-06-2024,Bangalore,Delhi,Vistara,Couple,Mobile App,47502,3.7
MMT182647,02-11-2023,Leh,Goa,Air India,Solo,Mobile App,35869,3.8
MMT182648,06-01-2023,Kerala,UAE,Akasa Air,Business,Mobile App,36799,4.3
MMT182649,06-12-2023,Manali,Karnataka,IndiGo,Business,Website,37231,4.1
MMT182650,15-08-2023,Udaipur,Ladakh,SpiceJet,Solo,Website,6018,4.4
MMT182651,17-09-2022,Mumbai,UAE,Vistara,Solo,Website,4521,3.5
MMT182652,29-10-2024,Kerala,Karnataka,Vistara,Business,Website,29528,4.9
MMT182653,29-04-2023,Delhi,Maharashtra,Air India,Couple,Travel Agent,36326,4.4
MMT182654,17-10-2023,Dubai,Maharashtra,IndiGo,Solo,Mobile App,11406,3.2
MMT182655,26-11-2022,Manali,Ladakh,Akasa Air,Business,Website,8502,4.9
MMT182656,29-09-2022,Goa,Maharashtra,Akasa Air,Solo,Mobile App,7594,4.7
MMT182657,28-07-2022,Delhi,Delhi,Vistara,Family,Travel Agent,23194,3
MMT182658,23-09-2022,Dubai,Himachal Pradesh,Akasa Air,Couple,Travel Agent,25709,3.9
MMT182659,04-05-2022,Kerala,UAE,SpiceJet,Family,Website,11566,4.4
MMT182660,24-02-2022,Bangalore,Delhi,Air India,Couple,Travel Agent,44797,3.2
MMT182661,06-06-2024,Manali,Rajasthan,SpiceJet,Couple,Travel Agent,43888,3.1
MMT182662,08-07-2024,Kerala,Maharashtra,IndiGo,Couple,Mobile App,39189,4.9
MMT182663,24-12-2024,Leh,Himachal Pradesh,Vistara,Family,Mobile App,30950,3.5
MMT182664,25-02-2022,Udaipur,Delhi,Vistara,Business,Mobile App,26923,4
MMT182665,22-03-2024,Bangalore,Rajasthan,Akasa Air,Family,Travel Agent,14382,4.7
MMT182666,14-02-2022,Bangalore,Rajasthan,GoAir,Business,Website,10489,4.7
MMT182667,28-01-2023,Udaipur,Ladakh,Air India,Solo,Website,33189,4.9
MMT182668,08-08-2023,Manali,Kerala,Air India,Couple,Website,39671,3.6
MMT182669,22-11-2023,Mumbai,Maharashtra,Air India,Business,Travel Agent,23112,3.7
MMT182670,01-08-2023,Udaipur,Rajasthan,Air India,Solo,Travel Agent,30174,5
MMT182671,02-01-2024,Dubai,Kerala,Air India,Business,Mobile App,3223,4.2
MMT182672,07-06-2022,Manali,Maharashtra,Air India,Solo,Mobile App,11207,3.8
MMT182673,04-05-2022,Jaipur,Ladakh,IndiGo,Couple,Travel Agent,3779,4.4
MMT182674,27-07-2023,Goa,Himachal Pradesh,SpiceJet,Solo,Travel Agent,26454,3.7
MMT182675,15-12-2022,Udaipur,Ladakh,Akasa Air,Business,Travel Agent,37137,4.9
MMT182676,20-03-2023,Bangalore,Maharashtra,Air India,Couple,Travel Agent,32724,4.3
MMT182677,29-03-2023,Goa,Rajasthan,Vistara,Solo,Mobile App,14940,4.2
MMT182678,25-12-2023,Manali,Kerala,IndiGo,Solo,Mobile App,49913,3.1
MMT182679,13-04-2024,Kerala,Himachal Pradesh,SpiceJet,Family,Website,15546,4.1
MMT182680,05-10-2024,Bangalore,Rajasthan,Akasa Air,Family,Mobile App,39707,3.2
MMT182681,03-06-2024,Kerala,Ladakh,Vistara,Business,Mobile App,15963,3.2
MMT182682,04-11-2023,Delhi,Rajasthan,IndiGo,Couple,Website,38742,3.7
MMT182683,17-07-2024,Udaipur,Delhi,Akasa Air,Couple,Travel Agent,4106,3.1
MMT182684,25-05-2022,Delhi,Himachal Pradesh,GoAir,Business,Travel Agent,44346,4.6
MMT182685,18-10-2024,Goa,Karnataka,SpiceJet,Couple,Mobile App,30128,3.7
MMT182686,15-09-2022,Leh,Maharashtra,GoAir,Solo,Mobile App,36674,3.1
MMT182687,25-03-2024,Dubai,Maharashtra,Air India,Business,Website,28441,3.6
MMT182688,04-06-2024,Bangalore,Maharashtra,GoAir,Business,Travel Agent,7007,3.5
MMT182689,16-02-2022,Mumbai,Ladakh,Akasa Air,Couple,Website,8898,4.1
MMT182690,24-08-2022,Kerala,Delhi,SpiceJet,Couple,Travel Agent,36852,3
MMT182691,18-03-2024,Goa,Delhi,Vistara,Family,Mobile App,27005,3.4
MMT182692,18-07-2024,Mumbai,Rajasthan,Air India,Family,Website,31913,3.2
MMT182693,24-03-2024,Leh,Ladakh,Air India,Solo,Travel Agent,34664,3.5
MMT182694,01-08-2024,Jaipur,Kerala,IndiGo,Couple,Mobile App,7847,4.1
MMT182695,24-12-2023,Goa,Maharashtra,GoAir,Couple,Mobile App,20322,3.3
MMT182696,26-09-2024,Dubai,Rajasthan,Vistara,Business,Travel Agent,45114,4
MMT182697,27-09-2023,Bangalore,UAE,Air India,Business,Website,43245,4.7
MMT182698,29-08-2023,Jaipur,Goa,Akasa Air,Couple,Website,40591,3
MMT182699,04-04-2023,Mumbai,UAE,Air India,Family,Mobile App,37001,4.6
MMT182700,20-12-2022,Bangalore,Ladakh,GoAir,Couple,Mobile App,4303,4.8
MMT182701,04-06-2024,Mumbai,UAE,Vistara,Family,Website,3733,3
MMT182702,27-03-2024,Jaipur,Goa,IndiGo,Business,Mobile App,28076,4.3
MMT182703,14-09-2023,Bangalore,Goa,Akasa Air,Business,Mobile App,6899,4.4
MMT182704,02-06-2022,Jaipur,Maharashtra,Akasa Air,Family,Travel Agent,31508,4.1
MMT182705,31-08-2024,Manali,Goa,Air India,Solo,Website,18375,4.7
MMT182706,07-10-2024,Mumbai,Rajasthan,SpiceJet,Solo,Website,45251,4.9
MMT182707,20-10-2022,Manali,UAE,Vistara,Business,Travel Agent,17598,3.4
MMT182708,17-01-2024,Leh,Ladakh,Vistara,Solo,Website,20322,4.6
MMT182709,29-05-2023,Leh,Delhi,Air India,Couple,Mobile App,14735,3.8
MMT182710,23-05-2024,Leh,Rajasthan,GoAir,Couple,Website,5136,3.4
MMT182711,16-11-2023,Dubai,Ladakh,GoAir,Family,Mobile App,28116,4.3
MMT182712,06-05-2023,Delhi,Rajasthan,Vistara,Family,Mobile App,24287,3.8
MMT182713,10-08-2024,Kerala,Kerala,Vistara,Solo,Website,38809,4.1
MMT182714,07-10-2022,Goa,Karnataka,IndiGo,Business,Travel Agent,22923,4.5
MMT182715,26-11-2022,Kerala,Rajasthan,SpiceJet,Family,Travel Agent,26013,3.1
MMT182716,09-01-2023,Leh,UAE,GoAir,Family,Website,43828,3.3
MMT182717,06-01-2023,Udaipur,Delhi,Vistara,Business,Travel Agent,39659,4
MMT182718,29-07-2023,Kerala,Kerala,Akasa Air,Couple,Website,11367,3.9
MMT182719,11-02-2022,Goa,Kerala,Akasa Air,Couple,Travel Agent,24093,3.8
MMT182720,19-06-2023,Goa,Himachal Pradesh,GoAir,Couple,Travel Agent,39547,3.6
MMT182721,18-01-2023,Udaipur,Goa,Akasa Air,Couple,Website,28743,4
MMT182722,02-10-2022,Kerala,Delhi,SpiceJet,Solo,Mobile App,43991,3.8
MMT182723,25-08-2024,Leh,Ladakh,IndiGo,Business,Mobile App,24759,3.8
MMT182724,07-04-2024,Leh,Delhi,SpiceJet,Family,Travel Agent,46670,3
MMT182725,07-12-2023,Bangalore,Delhi,GoAir,Family,Mobile App,41009,3.3
MMT182726,26-12-2022,Bangalore,Delhi,Vistara,Couple,Mobile App,17565,4.1
MMT182727,17-04-2023,Manali,Karnataka,IndiGo,Couple,Mobile App,45376,5
MMT182728,09-02-2024,Leh,Ladakh,GoAir,Couple,Mobile App,24957,3.6
MMT182729,04-03-2023,Leh,Kerala,SpiceJet,Couple,Website,22956,3.9
MMT182730,17-05-2023,Mumbai,Rajasthan,SpiceJet,Solo,Mobile App,23087,4.6
MMT182731,07-06-2024,Dubai,Goa,Vistara,Solo,Mobile App,3332,4.5
MMT182732,11-06-2024,Jaipur,Himachal Pradesh,Akasa Air,Business,Mobile App,38620,4.3
MMT182733,18-11-2023,Delhi,Kerala,GoAir,Solo,Mobile App,30719,3
MMT182734,11-05-2024,Bangalore,Maharashtra,IndiGo,Solo,Website,30545,3.5
MMT182735,27-11-2024,Leh,Kerala,Akasa Air,Business,Website,26494,4.9
MMT182736,12-07-2022,Mumbai,Kerala,GoAir,Couple,Website,32841,4.5
MMT182737,10-07-2023,Udaipur,Rajasthan,IndiGo,Couple,Travel Agent,3401,3.1
MMT182738,03-08-2023,Delhi,Ladakh,Vistara,Family,Travel Agent,48239,3.9
MMT182739,14-06-2024,Kerala,Ladakh,Akasa Air,Business,Mobile App,40784,3.2
MMT182740,08-05-2022,Delhi,Rajasthan,IndiGo,Family,Mobile App,43127,3.3
MMT182741,18-10-2022,Udaipur,Ladakh,GoAir,Couple,Travel Agent,10239,4.7
MMT182742,27-12-2022,Delhi,UAE,GoAir,Family,Website,24858,3.4
MMT182743,15-01-2022,Udaipur,Goa,SpiceJet,Business,Travel Agent,4799,3.7
MMT182744,03-04-2024,Jaipur,Delhi,IndiGo,Family,Website,12880,3.3
MMT182745,13-07-2024,Delhi,Himachal Pradesh,IndiGo,Family,Travel Agent,8440,3.9
MMT182746,05-10-2022,Jaipur,Goa,SpiceJet,Couple,Travel Agent,15784,4
MMT182747,18-04-2024,Manali,Goa,GoAir,Solo,Mobile App,5775,4.1
MMT182748,22-09-2022,Mumbai,Kerala,Akasa Air,Family,Travel Agent,37926,3
MMT182749,25-02-2022,Mumbai,Kerala,IndiGo,Solo,Website,5466,4.4
MMT182750,29-04-2023,Jaipur,Rajasthan,Vistara,Business,Mobile App,18301,4.4
MMT182751,11-08-2024,Dubai,Ladakh,IndiGo,Couple,Website,39330,3.1
MMT182752,20-05-2022,Mumbai,Goa,Air India,Family,Website,45305,3.5
MMT182753,31-08-2024,Bangalore,Himachal Pradesh,Air India,Couple,Mobile App,11942,3.5
MMT182754,27-11-2023,Kerala,Maharashtra,GoAir,Family,Website,21929,4.3
MMT182755,30-12-2024,Udaipur,Goa,Air India,Solo,Website,31385,5
MMT182756,26-01-2024,Leh,UAE,IndiGo,Couple,Travel Agent,44148,4.6
MMT182757,08-09-2023,Udaipur,Himachal Pradesh,GoAir,Couple,Mobile App,45537,3.3
MMT182758,20-02-2022,Delhi,Karnataka,SpiceJet,Couple,Website,21311,3.5
MMT182759,30-01-2022,Manali,Maharashtra,GoAir,Solo,Travel Agent,34191,3.5
MMT182760,18-02-2023,Bangalore,Himachal Pradesh,IndiGo,Couple,Travel Agent,13153,4.5
MMT182761,09-05-2022,Jaipur,Himachal Pradesh,IndiGo,Business,Travel Agent,36022,4.3
MMT182762,23-12-2023,Kerala,Karnataka,IndiGo,Family,Mobile App,23647,3.2
MMT182763,22-06-2023,Kerala,Delhi,SpiceJet,Business,Travel Agent,5706,4.8
MMT182764,10-04-2024,Leh,Rajasthan,SpiceJet,Couple,Travel Agent,49517,3.8
MMT182765,30-09-2022,Dubai,Maharashtra,SpiceJet,Solo,Travel Agent,5907,3.2
MMT182766,28-07-2023,Leh,Kerala,SpiceJet,Solo,Travel Agent,21673,3.7
MMT182767,20-07-2023,Manali,UAE,GoAir,Business,Travel Agent,20926,4.9
MMT182768,02-07-2022,Mumbai,Goa,Air India,Couple,Travel Agent,44113,4.8
MMT182769,11-05-2024,Manali,Rajasthan,Air India,Solo,Website,21431,4.1
MMT182770,23-05-2022,Dubai,Ladakh,IndiGo,Solo,Travel Agent,43061,4.5
MMT182771,18-02-2022,Udaipur,Kerala,Akasa Air,Couple,Mobile App,17322,3.1
MMT182772,05-08-2022,Dubai,Rajasthan,SpiceJet,Business,Mobile App,11121,4.9
MMT182773,06-02-2023,Mumbai,Maharashtra,Akasa Air,Business,Travel Agent,32145,5
MMT182774,15-01-2024,Delhi,Goa,IndiGo,Couple,Travel Agent,20794,3.9
MMT182775,04-12-2024,Manali,Rajasthan,Akasa Air,Family,Website,19455,3.3
MMT182776,13-10-2024,Kerala,Kerala,IndiGo,Family,Travel Agent,6448,4.5
MMT182777,17-11-2023,Mumbai,Karnataka,IndiGo,Couple,Travel Agent,9701,3.9
MMT182778,21-01-2024,Kerala,Rajasthan,Air India,Family,Website,24257,3.6
MMT182779,09-02-2023,Delhi,UAE,SpiceJet,Couple,Travel Agent,3241,3.5
MMT182780,15-03-2024,Manali,Rajasthan,SpiceJet,Business,Website,42989,4.6
MMT182781,21-01-2024,Kerala,Goa,GoAir,Solo,Website,22052,4
MMT182782,19-03-2023,Leh,Goa,Air India,Business,Mobile App,44126,3.2
MMT182783,19-09-2022,Mumbai,Karnataka,Vistara,Solo,Mobile App,34790,4.6
MMT182784,15-04-2023,Goa,UAE,Vistara,Couple,Website,48153,4
MMT182785,30-03-2022,Mumbai,Ladakh,IndiGo,Solo,Travel Agent,25470,3.8
MMT182786,03-05-2022,Udaipur,Maharashtra,GoAir,Family,Mobile App,25091,5
MMT182787,08-05-2023,Manali,Maharashtra,SpiceJet,Family,Travel Agent,27138,4.9
MMT182788,18-04-2024,Delhi,Rajasthan,Akasa Air,Family,Website,41932,3.4
MMT182789,05-02-2023,Delhi,Rajasthan,GoAir,Family,Travel Agent,45891,4.8
MMT182790,09-03-2023,Manali,UAE,SpiceJet,Solo,Website,43501,3.5
MMT182791,25-05-2024,Mumbai,Kerala,Air India,Couple,Travel Agent,6031,4.5
MMT182792,11-01-2022,Goa,Rajasthan,GoAir,Solo,Website,40248,4.1
MMT182793,03-04-2024,Bangalore,Rajasthan,Akasa Air,Couple,Mobile App,15577,3.2
MMT182794,12-11-2023,Udaipur,Ladakh,IndiGo,Family,Travel Agent,48599,4.4
MMT182795,24-11-2022,Dubai,Karnataka,SpiceJet,Family,Website,20080,3.7
MMT182796,08-06-2024,Leh,Delhi,Akasa Air,Solo,Mobile App,26276,3.9
MMT182797,23-04-2022,Delhi,Ladakh,Vistara,Family,Mobile App,38181,4
MMT182798,05-11-2023,Goa,Kerala,Air India,Family,Website,21374,4
MMT182799,29-06-2023,Kerala,Himachal Pradesh,SpiceJet,Family,Mobile App,47863,3.5
MMT182800,11-11-2024,Bangalore,UAE,GoAir,Solo,Travel Agent,15504,4.5
MMT182801,28-10-2024,Kerala,Rajasthan,Air India,Couple,Mobile App,5151,4.7
MMT182802,07-02-2024,Goa,UAE,Akasa Air,Family,Travel Agent,14279,3.2
MMT182803,03-08-2022,Goa,Kerala,IndiGo,Family,Travel Agent,44780,4.7
MMT182804,03-09-2022,Goa,Kerala,SpiceJet,Solo,Travel Agent,4736,4.4
MMT182805,27-12-2024,Udaipur,Kerala,Akasa Air,Business,Website,12761,3
MMT182806,30-08-2022,Leh,Himachal Pradesh,Akasa Air,Couple,Mobile App,24166,4
MMT182807,19-12-2022,Bangalore,UAE,Air India,Couple,Website,24436,4.7
MMT182808,05-01-2022,Mumbai,Rajasthan,Air India,Couple,Mobile App,5070,3.4
MMT182809,16-10-2022,Delhi,Ladakh,Vistara,Couple,Travel Agent,19981,4.8
MMT182810,14-02-2024,Kerala,Rajasthan,Vistara,Couple,Website,26309,4.5
MMT182811,01-12-2024,Kerala,Ladakh,SpiceJet,Family,Travel Agent,8454,4.2
MMT182812,21-01-2023,Mumbai,Delhi,Vistara,Solo,Mobile App,8151,4.2
MMT182813,19-05-2024,Bangalore,Karnataka,IndiGo,Solo,Travel Agent,9687,4.3
MMT182814,23-04-2024,Manali,Kerala,Air India,Solo,Website,7431,4.6
MMT182815,24-01-2023,Manali,Goa,Akasa Air,Family,Mobile App,16159,4.6
MMT182816,20-09-2023,Jaipur,Karnataka,Air India,Family,Website,12915,3.3
MMT182817,28-06-2024,Manali,Rajasthan,Air India,Couple,Website,48531,4.1
MMT182818,24-08-2022,Jaipur,Rajasthan,SpiceJet,Solo,Mobile App,6485,3.4
MMT182819,14-01-2024,Udaipur,Rajasthan,Vistara,Solo,Mobile App,7982,3.7
MMT182820,19-07-2023,Leh,Goa,GoAir,Business,Travel Agent,15090,4.4
MMT182821,25-11-2022,Kerala,Himachal Pradesh,IndiGo,Couple,Travel Agent,10276,3.2
MMT182822,05-07-2024,Bangalore,Rajasthan,Air India,Solo,Website,20004,3.6
MMT182823,06-08-2024,Mumbai,Ladakh,GoAir,Solo,Mobile App,27638,3.4
MMT182824,22-02-2024,Kerala,Ladakh,IndiGo,Business,Travel Agent,14392,4.9
MMT182825,05-11-2023,Bangalore,Kerala,Air India,Couple,Mobile App,41657,3.5
MMT182826,16-06-2022,Bangalore,Kerala,GoAir,Couple,Travel Agent,41896,3.5
MMT182827,24-05-2024,Leh,Ladakh,Vistara,Solo,Website,32315,3.1
MMT182828,23-10-2023,Kerala,Rajasthan,GoAir,Couple,Mobile App,16327,4.2
MMT182829,09-09-2022,Manali,Kerala,GoAir,Solo,Mobile App,20598,4.7
MMT182830,01-04-2023,Bangalore,Goa,GoAir,Couple,Website,43544,4.7
MMT182831,12-10-2023,Jaipur,UAE,Vistara,Family,Mobile App,21257,4.2
MMT182832,16-08-2022,Jaipur,Ladakh,GoAir,Couple,Travel Agent,21098,3.2
MMT182833,14-09-2024,Kerala,Maharashtra,SpiceJet,Family,Mobile App,4254,3.3
MMT182834,22-12-2022,Delhi,Rajasthan,Air India,Business,Website,21129,4
MMT182835,14-10-2023,Manali,Kerala,SpiceJet,Couple,Travel Agent,24072,3.7
MMT182836,14-02-2023,Dubai,Kerala,GoAir,Family,Website,43283,4.6
MMT182837,30-12-2022,Jaipur,Karnataka,SpiceJet,Couple,Travel Agent,26296,4.4
MMT182838,28-11-2022,Mumbai,Rajasthan,GoAir,Family,Mobile App,39532,4.1
MMT182839,15-09-2024,Delhi,Rajasthan,Vistara,Couple,Travel Agent,38049,3.5
MMT182840,24-08-2023,Jaipur,Rajasthan,SpiceJet,Family,Website,10726,4.2
MMT182841,27-10-2022,Bangalore,Rajasthan,IndiGo,Couple,Website,39734,3.6
MMT182842,25-09-2022,Goa,Karnataka,IndiGo,Family,Travel Agent,24847,4.8
MMT182843,17-07-2023,Udaipur,Karnataka,GoAir,Business,Website,31135,3.3
MMT182844,10-10-2023,Leh,Ladakh,SpiceJet,Business,Mobile App,8045,4
MMT182845,27-11-2022,Dubai,Maharashtra,IndiGo,Solo,Travel Agent,17273,3.4
MMT182846,11-06-2023,Goa,Himachal Pradesh,Vistara,Family,Website,20312,3.5
MMT182847,13-10-2023,Udaipur,Himachal Pradesh,Air India,Solo,Website,26855,4.9
MMT182848,01-01-2023,Leh,Rajasthan,SpiceJet,Family,Mobile App,30895,4.3
MMT182849,13-11-2022,Jaipur,Goa,Vistara,Business,Website,24921,3.5
MMT182850,01-01-2022,Goa,Rajasthan,IndiGo,Couple,Website,32819,3.4
MMT182851,11-09-2024,Leh,Maharashtra,Vistara,Couple,Travel Agent,5999,4.9
MMT182852,03-01-2023,Delhi,Ladakh,GoAir,Business,Website,20919,3.3
MMT182853,07-03-2022,Manali,UAE,IndiGo,Solo,Mobile App,10102,4.2
MMT182854,30-12-2022,Goa,Maharashtra,Air India,Business,Website,38180,4.7
MMT182855,12-01-2022,Leh,Karnataka,Akasa Air,Solo,Mobile App,4961,3.4
MMT182856,19-07-2022,Bangalore,Rajasthan,Akasa Air,Solo,Travel Agent,45192,4.8
MMT182857,02-12-2024,Goa,UAE,Akasa Air,Family,Mobile App,15819,3.6
MMT182858,28-04-2022,Manali,Rajasthan,GoAir,Solo,Travel Agent,18770,4.8
MMT182859,18-10-2023,Manali,Himachal Pradesh,GoAir,Couple,Mobile App,44681,3.7
MMT182860,19-04-2022,Mumbai,Kerala,Air India,Family,Travel Agent,44969,4.6
MMT182861,02-04-2022,Dubai,Delhi,IndiGo,Couple,Website,46063,4
MMT182862,22-08-2024,Mumbai,Rajasthan,GoAir,Family,Website,8018,3.9
MMT182863,14-04-2022,Udaipur,Karnataka,Vistara,Family,Mobile App,49341,4.2
MMT182864,23-11-2022,Kerala,Goa,Vistara,Solo,Website,15920,3.6
MMT182865,15-09-2022,Delhi,Himachal Pradesh,GoAir,Solo,Mobile App,30691,3.4
MMT182866,14-12-2023,Goa,Ladakh,SpiceJet,Family,Travel Agent,48912,4.1
MMT182867,16-01-2024,Manali,Karnataka,SpiceJet,Couple,Mobile App,35249,4.6
MMT182868,27-07-2024,Kerala,Himachal Pradesh,SpiceJet,Family,Mobile App,42673,3.1
MMT182869,26-11-2023,Mumbai,Karnataka,GoAir,Couple,Mobile App,41556,4.3
MMT182870,20-08-2024,Kerala,Delhi,IndiGo,Business,Mobile App,39138,3.3
MMT182871,29-04-2024,Kerala,Goa,Air India,Solo,Mobile App,34843,4.8
MMT182872,09-02-2023,Goa,Rajasthan,Air India,Solo,Website,47896,3.9
MMT182873,20-05-2023,Kerala,Rajasthan,Akasa Air,Couple,Website,40148,4.7
MMT182874,04-01-2024,Bangalore,Rajasthan,SpiceJet,Family,Travel Agent,34560,4.4
MMT182875,27-05-2024,Udaipur,Maharashtra,Akasa Air,Couple,Travel Agent,43729,3.7
MMT182876,26-10-2022,Jaipur,Maharashtra,Air India,Family,Travel Agent,23055,4.5
MMT182877,12-01-2022,Manali,Goa,IndiGo,Couple,Travel Agent,15112,3.1
MMT182878,23-09-2022,Manali,Ladakh,Air India,Business,Travel Agent,45282,3.2
MMT182879,14-09-2022,Leh,UAE,Vistara,Business,Travel Agent,39268,3.9
MMT182880,23-01-2022,Udaipur,Maharashtra,Air India,Couple,Mobile App,44433,3.2
MMT182881,10-09-2023,Dubai,UAE,SpiceJet,Solo,Travel Agent,47860,3.6
MMT182882,04-03-2023,Delhi,Goa,Air India,Solo,Travel Agent,35606,4.5
MMT182883,14-09-2024,Delhi,Rajasthan,Akasa Air,Business,Mobile App,41308,3.8
MMT182884,14-11-2024,Kerala,Himachal Pradesh,Vistara,Family,Mobile App,9789,4.7
MMT182885,02-10-2024,Udaipur,Rajasthan,Akasa Air,Solo,Website,19099,4.5
MMT182886,24-02-2022,Mumbai,Delhi,IndiGo,Couple,Travel Agent,27177,3.9
MMT182887,05-01-2023,Delhi,Maharashtra,Vistara,Family,Travel Agent,12560,4.6
MMT182888,11-06-2022,Mumbai,Rajasthan,Akasa Air,Solo,Mobile App,44708,4.7
MMT182889,04-06-2022,Bangalore,Himachal Pradesh,SpiceJet,Family,Travel Agent,45158,4.5
MMT182890,17-10-2024,Goa,Delhi,Vistara,Solo,Travel Agent,48306,5
MMT182891,05-07-2023,Leh,Karnataka,SpiceJet,Business,Website,31874,3.3
MMT182892,13-11-2022,Jaipur,Maharashtra,Akasa Air,Family,Website,13122,3.9
MMT182893,08-04-2023,Mumbai,Maharashtra,Air India,Solo,Mobile App,15700,3.3
MMT182894,19-10-2023,Leh,Rajasthan,GoAir,Couple,Mobile App,19936,3.6
MMT182895,19-08-2022,Udaipur,Delhi,Akasa Air,Family,Travel Agent,9694,3.3
MMT182896,11-09-2024,Bangalore,Rajasthan,Vistara,Couple,Mobile App,45600,4.6
MMT182897,12-06-2024,Manali,Rajasthan,IndiGo,Business,Travel Agent,26188,4.1
MMT182898,14-12-2024,Bangalore,Karnataka,Akasa Air,Family,Mobile App,23927,4
MMT182899,02-01-2024,Goa,Maharashtra,Air India,Solo,Mobile App,46862,3.1
MMT182900,30-08-2023,Bangalore,Karnataka,GoAir,Couple,Website,15342,4.6
MMT182901,30-09-2022,Delhi,Ladakh,Vistara,Solo,Mobile App,13557,4.3
MMT182902,14-10-2024,Manali,Ladakh,SpiceJet,Family,Mobile App,49026,3.7
MMT182903,08-08-2024,Mumbai,Delhi,Akasa Air,Business,Travel Agent,13480,4
MMT182904,03-06-2023,Udaipur,Karnataka,GoAir,Solo,Mobile App,3923,4.4
MMT182905,29-07-2022,Delhi,Goa,GoAir,Family,Travel Agent,48749,3.8
MMT182906,02-01-2024,Bangalore,Ladakh,Vistara,Family,Mobile App,17609,4.7
MMT182907,09-02-2023,Jaipur,Goa,Air India,Couple,Mobile App,44554,4.4
MMT182908,12-04-2024,Mumbai,Goa,Akasa Air,Business,Travel Agent,18440,3.4
MMT182909,20-01-2022,Leh,Rajasthan,Akasa Air,Family,Mobile App,34054,4.8
MMT182910,15-04-2024,Udaipur,Ladakh,GoAir,Business,Mobile App,46899,3.1
MMT182911,15-02-2023,Goa,Rajasthan,Akasa Air,Family,Travel Agent,13767,3.8
MMT182912,29-06-2022,Goa,Karnataka,Vistara,Family,Travel Agent,24590,3.3
MMT182913,17-04-2023,Mumbai,Himachal Pradesh,IndiGo,Solo,Mobile App,43931,5
MMT182914,09-10-2023,Udaipur,Himachal Pradesh,SpiceJet,Couple,Website,38016,4.1
MMT182915,28-01-2024,Manali,Delhi,IndiGo,Family,Travel Agent,13485,3.2
MMT182916,14-01-2024,Udaipur,UAE,IndiGo,Solo,Travel Agent,33807,4.8
MMT182917,16-08-2023,Kerala,Delhi,SpiceJet,Solo,Mobile App,13173,3.9
MMT182918,04-05-2022,Delhi,Karnataka,SpiceJet,Solo,Website,25337,3.3
MMT182919,19-01-2022,Mumbai,Rajasthan,Akasa Air,Business,Travel Agent,3986,3.6
MMT182920,10-04-2024,Bangalore,UAE,Akasa Air,Solo,Travel Agent,15635,4.4
MMT182921,23-11-2022,Mumbai,Karnataka,SpiceJet,Solo,Travel Agent,24019,3.1
MMT182922,28-09-2023,Dubai,Maharashtra,GoAir,Business,Website,14270,4.8
MMT182923,18-06-2023,Bangalore,Kerala,SpiceJet,Business,Travel Agent,6702,3.7
MMT182924,17-05-2024,Udaipur,Kerala,GoAir,Family,Mobile App,19444,4.7
MMT182925,25-04-2022,Udaipur,Goa,Air India,Business,Website,33605,4.9
MMT182926,09-05-2023,Mumbai,Goa,GoAir,Couple,Website,29082,4.8
MMT182927,28-06-2022,Bangalore,Rajasthan,Air India,Solo,Travel Agent,17079,4.3
MMT182928,03-05-2024,Goa,Karnataka,Akasa Air,Business,Travel Agent,18927,3.7
MMT182929,22-10-2023,Mumbai,Goa,Air India,Business,Website,35457,4.9
MMT182930,06-10-2024,Mumbai,Delhi,SpiceJet,Solo,Website,40057,3.9
MMT182931,08-03-2023,Mumbai,Maharashtra,Vistara,Business,Travel Agent,34166,3.2
MMT182932,25-10-2022,Manali,Delhi,Vistara,Business,Travel Agent,4553,3.1
MMT182933,28-03-2024,Manali,Delhi,GoAir,Solo,Mobile App,13900,3.3
MMT182934,22-12-2023,Manali,Rajasthan,GoAir,Family,Website,47196,5
MMT182935,31-05-2023,Dubai,Himachal Pradesh,SpiceJet,Family,Website,31889,4.2
MMT182936,03-09-2024,Udaipur,Goa,Akasa Air,Family,Mobile App,42089,4.8
